uniform_1 uniform_2 uniform_10 uniform_100 exp_1 exp_2 exp_10 exp_100 CL_1 CL_2 CL_10 CL_100
0.554734 0.288244 0.453623 0.47534 0.661217 1.17134 0.629912 0.994857 0.781023 -62.4743 -3.28075 0.820491
0.456043 0.542343 0.442607 0.505338 2.89189 0.622668 0.694897 1.03268 -2.15793 0.78746 -4.4974 -2.78268
0.964644 0.409862 0.451816 0.506082 1.28678 0.557575 0.945893 0.984816 1.10147 0.675881 3.94402 0.76786
0.41356 0.460141 0.605404 0.542483 0.63341 1.68006 1.02051 0.954094 0.79706 -3.75737 -0.572068 0.716398
0.752247 0.464223 0.483045 0.486029 0.0984657 1.91945 0.444466 0.89658 -1.04365 2.34559 0.915338 0.976575
0.0215073 0.543797 0.422828 0.536809 0.228917 0.991109 0.823054 0.932055 16.2384 -0.661462 -0.760731 3.02455
0.445509 0.454886 0.553744 0.48496 2.4379 0.53417 0.74636 0.907348 0.389465 -8.38464 3.05648 4.31744
0.93996 0.427559 0.756646 0.488053 0.40944 0.491992 0.848775 1.00586 -1.50013 3.61014 0.0256869 0.0133112
0.0387878 0.613359 0.634917 0.484159 0.0514359 0.646527 0.858342 1.10404 1.25515 -54.0726 -0.0794022 0.0682273
0.815258 0.0964913 0.43793 0.550911 1.21883 0.549728 0.868067 0.996349 1.17681 0.510635 1.29873 -1.50107
0.141175 0.552937 0.514998 0.505416 1.70034 2.30259 0.837243 0.924688 0.323152 -0.504942 -0.084048 -0.13139
0.212108 0.533441 0.452512 0.526571 1.58092 0.607968 0.392848 1.1891 -1.4677 0.0178897 -1.08312 0.91175
0.0680312 0.461058 0.477026 0.512189 0.0439402 2.03264 1.51689 1.01159 53.6235 5.6602 -2.7724 0.481604
0.759769 0.426544 0.505932 0.540797 0.126309 0.66925 0.839855 1.0012 2.67422 0.775876 -0.596719 1.04149
0.94451 0.45747 0.552211 0.498833 2.05634 0.628168 0.476841 1.03994 0.533231 0.621273 -0.677943 -0.974243
0.808189 0.663085 0.453024 0.475403 0.875109 0.406607 0.54255 0.82677 0.228405 -3.45031 0.468525 2.22927
0.127694 0.103159 0.489134 0.478159 1.10539 0.123556 0.861333 0.858525 1.41886 -0.728154 0.85195 0.175466
0.698887 0.423715 0.486645 0.557922 0.316964 1.55391 0.928082 1.16108 0.257345 0.565635 13.7149 -0.379693
0.0299476 0.717638 0.432075 0.458832 1.3602 0.114685 0.996058 0.996437 0.340453 0.118452 0.799111 0.1886
0.132565 0.395082 0.544424 0.481305 0.547203 0.800622 0.81877 0.913509 -0.522841 16.7625 -0.241637 2.58726
0.14715 0.343295 0.49355 0.4939 0.804172 1.42462 1.42934 0.938323 2.09499 0.789467 1.05727 0.284582
0.684996 0.276488 0.61821 0.494244 1.26088 3.89609 0.64368 1.23355 0.232382 0.408763 3.44286 0.911341
0.875717 0.857696 0.42853 0.520597 0.106478 0.216991 1.26496 0.98192 -3.10581 -0.391324 -0.27101 -0.601362
0.447054 0.726086 0.503753 0.493712 2.82353 0.616648 0.734165 0.842273 -1.10957 -0.272181 -0.785054 2.12124
0.769001 0.464441 0.611559 0.474067 0.164794 1.15841 1.60249 0.871415 -1.97627 -1.02411 1.9203 1.00168
0.788688 0.526928 0.524135 0.491131 1.49076 1.09376 1.02428 0.889228 -0.527224 0.809937 3.33857 -1.16815
0.193787 0.615715 0.501292 0.519824 0.763287 0.494603 0.687678 0.853044 -2.04215 -16.0594 0.0505323 0.60487
0.00283306 0.593147 0.52516 0.501067 0.531681 0.41913 0.62676 0.784502 3.21182 -0.0545183 -2.18371 0.87552
0.863168 0.536172 0.627847 0.478289 0.696432 1.45506 0.883481 0.929181 10.9404 0.421963 1.05723 2.57147
0.495497 0.389354 0.376094 0.489061 0.631985 0.723131 1.03183 1.00529 1.13016 -7.82605 -0.232425 0.590595
0.349015 0.251337 0.452454 0.502187 0.549537 0.353215 0.728808 1.19068 0.564592 0.0408202 0.70829 1.04628
0.985743 0.73388 0.434088 0.489089 1.22719 1.39121 0.562192 0.989241 -0.136702 -4.01764 -2.87261 0.163541
0.940926 0.646194 0.568167 0.503671 1.06645 0.788773 1.34648 1.11228 7.02715 -5.08179 6.72255 -1.0114
0.261131 0.504724 0.486996 0.497315 0.310926 0.996683 1.02763 1.00304 -0.515356 -0.864582 0.654732 -3.39947
0.30628 0.566369 0.495326 0.550062 0.348477 0.330404 0.818013 1.12745 -4.07395 0.0243389 -3.68694 -0.0506874
0.544202 0.528184 0.426824 0.529563 3.04712 2.18484 0.638919 1.05451 -0.0844015 0.0955767 -0.681134 -0.0044674
0.27421 0.60846 0.617544 0.510408 1.32132 2.12502 1.2089 1.04639 -1.59353 -1.38966 -2.32476 -1.44539
0.251709 0.604436 0.488669 0.49834 0.279549 0.17903 1.40222 0.850839 -2.39017 0.445725 1.56075 -1.24307
0.867875 0.86899 0.700233 0.476832 0.434194 0.602209 1.06534 1.0576 0.300306 -0.0470063 9.72329 -1.65511
0.789695 0.52099 0.487904 0.519813 0.5884 0.515057 1.15374 0.871414 -0.632481 -0.931058 -2.0169 1.50449
0.863416 0.502343 0.470355 0.480444 1.42221 2.03173 1.2076 0.867708 0.952022 -35.9332 0.304852 0.278404
0.110774 0.618041 0.647977 0.470803 0.533953 0.888885 1.07772 1.06794 -0.130334 0.0745615 -1.21775 0.110501
0.93955 0.507643 0.552702 0.500147 1.2308 0.207405 0.845075 1.0412 -0.79447 1.63257 1.41591 0.451093
0.553841 0.400156 0.516504 0.465857 1.63366 0.638703 1.26368 0.959791 0.257218 -1.48325 -0.646388 0.155334
0.101546 0.53716 0.490007 0.546583 0.196739 2.23034 1.21151 0.966908 -8.28674 9.02274 -1.79699 1.07906
0.151192 0.676856 0.435625 0.504152 0.205286 0.480091 1.71091 0.936551 -0.88192 0.840806 -1.27166 0.380619
0.684774 0.597305 0.694232 0.511524 3.32771 1.48519 1.10282 0.96363 -1.53307 7.2545 -1.09759 -0.820932
0.781203 0.675895 0.508025 0.518517 3.04529 0.903502 0.854524 0.847427 -7.17878 5.09254 -23.0096 0.483187
0.587228 0.350513 0.682767 0.493233 0.621133 1.48404 1.04745 0.93464 -1.11132 -1.38384 1.16539 3.85495
0.517134 0.149819 0.537235 0.494194 0.112668 0.583136 1.21767 0.918488 0.0534735 0.659318 -0.249094 -0.325881
0.992035 0.389272 0.476664 0.495302 2.21589 0.384468 0.819131 1.22048 0.627198 0.727255 0.011804 -1.00103
0.879606 0.369571 0.273658 0.495876 1.51264 1.19433 1.36647 0.97324 0.172647 -3.24343 16.3506 0.716536
0.233329 0.511704 0.412942 0.533756 1.48946 2.59244 1.1698 1.08749 1.18157 -10.6497 -4.37465 0.357784
0.417415 0.521754 0.45291 0.504442 1.27875 0.0651045 1.22773 0.980607 -1.87381 -0.327179 0.0618218 -0.954413
0.894178 0.563729 0.447022 0.527747 0.0573071 0.447001 0.967058 0.961081 0.0216264 -3.85807 0.371715 9.20003
0.00518307 0.174103 0.636497 0.434571 0.758166 2.06767 0.942935 1.12562 5.57604 -0.482589 0.563851 0.764381
0.947184 0.224511 0.398076 0.484185 1.12568 0.954972 0.901855 1.26411 -0.394971 2.08562 1.14254 -3.16515
0.783795 0.622735 0.54835 0.485117 0.403678 1.25877 1.20171 0.975964 -0.722625 0.531456 8.22467 3.35695
0.0534481 0.657796 0.527526 0.466706 0.702782 0.492501 0.676015 1.05598 -0.545468 0.205042 -1.36723 0.664596
0.211522 0.612106 0.427883 0.525925 1.52845 1.18062 0.82629 1.03144 1.44043 1.41518 0.818045 -0.182639
0.724973 0.956241 0.553591 0.51751 0.455296 0.511036 1.0585 0.92132 0.874711 -1.13676 2.28019 0.882436
0.912098 0.788036 0.489002 0.51655 1.71043 0.208458 1.14345 0.849186 -1.53575 -0.507516 2.11052 0.355714
0.678443 0.423324 0.539297 0.521138 0.659357 1.53896 1.07457 1.12375 -0.39264 -2.96063 -0.0317871 0.307872
0.443955 0.320056 0.544795 0.492978 2.34659 0.840514 1.03852 0.933854 -2.21249 0.874784 -0.851037 0.15176
0.164563 0.348765 0.374316 0.512915 0.456253 0.389877 0.578975 0.997592 1.84097 0.387397 -0.25008 -34.9758
0.524991 0.631461 0.412736 0.484428 0.290016 1.54641 0.870648 1.04049 -0.680247 0.428657 23.4079 -1.93034
0.193553 0.118966 0.449954 0.482797 0.241557 0.142264 0.562082 1.0438 -2.66242 1.18334 -0.0432684 352.706
0.532647 0.168708 0.453384 0.465519 0.339476 1.5214 1.39366 0.964304 0.859547 -0.671363 -5.22521 -0.440774
0.972752 0.116578 0.651093 0.543855 2.17484 0.795815 1.05763 0.820909 0.60954 0.108285 -0.545189 0.536057
0.946188 0.723234 0.392381 0.51187 1.00192 0.445884 0.918102 0.998694 -0.221905 -3.99244 -0.532782 -0.0580186
0.467666 0.497915 0.453979 0.491793 2.94304 1.1334 0.854211 0.99427 -4.88995 -0.647086 -7.42829 -0.406185
0.372 0.745566 0.482841 0.489336 0.0738168 0.758118 0.639257 0.90386 0.154866 -0.059394 3.83759 0.333242
0.994938 0.468344 0.467051 0.518766 1.03691 2.23241 1.39829 1.07545 -1.5402 2.89073 -0.454147 -1.0312
0.858878 0.862351 0.536212 0.540777 0.536471 0.670888 1.01611 0.944665 6.76171 -1.79607 0.17912 -0.700653
0.663335 0.411716 0.507162 0.503432 1.18251 1.04674 0.991324 0.994784 0.246973 1.11689 8.07365 44.2526
0.327891 0.840801 0.50786 0.552618 0.184465 2.11704 1.14638 0.86403 -4.28169 -1.87328 -2.19099 -0.31498
0.254775 0.601286 0.580796 0.527154 1.04854 0.670806 1.47063 1.09744 -1.86828 -0.00979079 3.17191 -0.58515
0.567208 0.41993 0.513416 0.528224 0.0614458 1.01258 0.441791 1.12354 0.612322 0.347758 346.894 0.371103
0.932746 0.304568 0.556799 0.443056 1.86877 1.44649 1.46911 1.08107 1.545 -1.86825 -5.88001 -0.404189
0.266238 0.372606 0.539652 0.448737 0.163558 0.863008 1.35711 1.17683 -1.57156 0.0170989 1.11224 -0.0363879
0.241585 0.148735 0.600404 0.50785 0.767689 0.281502 0.735088 0.981717 4.20186 -5.03985 0.223338 -1.70946
0.388195 0.314803 0.426662 0.560992 0.347872 1.88265 0.839531 0.981091 0.0246595 1.66013 1.45435 -0.0199051
0.811623 0.152152 0.599407 0.553421 0.558616 0.370952 0.666202 0.857755 0.274434 -0.733908 -1.04879 0.434721
0.342722 0.352896 0.519941 0.505145 1.38378 0.0849429 0.656029 1.01806 -0.564196 7.82521 -0.00683267 -1.01616
0.663559 0.184485 0.53852 0.458935 0.799548 0.189206 0.952113 1.13701 -0.358781 3.00129 0.154206 -6.59277
0.340998 0.28811 0.451558 0.503563 0.493729 1.29209 0.342303 1.02345 0.450796 -8.72199 17.8363 1.11918
0.70161 0.772095 0.556639 0.537702 0.0640095 1.20284 0.668109 0.92257 0.0568144 1.27458 0.295819 0.632868
0.449525 0.533457 0.337301 0.479737 1.67554 0.772309 0.827162 1.29057 1.48474 5.15706 1.6893 -0.320082
0.690918 0.514949 0.507685 0.491422 0.150944 1.07889 0.746236 1.03005 -1.26099 0.319992 0.169578 2.36694
0.707997 0.805023 0.701875 0.585283 2.29394 0.536954 1.50879 1.03202 -0.187679 65.0439 0.380207 -0.400495
0.147134 0.505254 0.324693 0.530511 0.841106 1.01428 1.58095 0.966274 3.69821 -1.52321 0.876163 0.371429
0.814553 0.602543 0.470691 0.498433 1.00902 1.02576 0.539192 0.945357 -10.071 5.88882 6.13115 1.28457
0.597017 0.470754 0.59699 0.469675 0.509658 0.167587 0.633549 0.928817 0.581366 -0.874659 1.78336 1.36132
0.323594 0.476703 0.551375 0.516595 0.254742 1.53072 0.792158 1.0326 -7.65568 0.858331 252.105 -2.67505
0.471751 0.581015 0.596882 0.466539 1.58748 1.20931 1.95255 0.826837 1.82025 0.530382 -1.17529 25.0411
0.244626 0.851347 0.53382 0.472813 0.334615 1.73014 1.23525 1.2025 0.594586 1.46587 -0.0702117 0.636813
0.0752423 0.630048 0.434072 0.516954 0.341329 0.40389 0.734326 1.15667 -0.472865 1.62116 -0.0217069 1.19442
0.076642 0.524253 0.551817 0.540777 0.158085 1.14619 0.990174 0.989463 -0.495114 1.84381 0.658152 3.74374
0.915407 0.516212 0.59502 0.466521 6.94213 2.19983 0.907665 0.906499 -0.694135 -2.08149 0.309833 0.377883
0.667947 0.0402306 0.381143 0.559042 0.557854 1.56099 1.30905 1.05221 -0.375058 -2.60543 1.59121 -0.989756
0.429746 0.69061 0.485885 0.547994 0.598549 1.35912 0.736983 0.982007 -0.730675 -2.53488 -0.36755 -0.0127331
0.534199 0.471494 0.448631 0.537027 0.149236 0.813288 0.867138 1.07526 1.36804 -1.86827 -1.83041 0.80361
0.787956 0.574113 0.521978 0.495533 1.08375 2.24707 0.482238 0.991666 -2.1213 -1.21505 0.472155 1.71613
0.45308 0.519916 0.589544 0.476012 0.115473 1.69731 1.48191 1.15918 0.656518 -2.26584 0.282119 -0.521104
0.529438 0.318632 0.630524 0.50314 0.868516 0.35956 1.38019 0.936717 1.31596 2.29302 1.41815 2.28735
0.720165 0.239984 0.63971 0.476431 1.74763 1.51255 0.320536 1.06665 3.07557 2.89574 -2.88273 0.552979
0.812005 0.482504 0.452017 0.488894 1.074 0.658407 0.957959 1.18279 -1.11954 0.358435 -2.79666 -54.4271
0.170672 0.569495 0.509179 0.541152 1.48096 0.998612 0.800627 0.929213 -0.988085 -0.214403 -0.191429 -0.311801
0.754082 0.437953 0.621164 0.489009 0.656244 1.22138 0.872366 0.942998 -4.22161 0.847996 -0.754702 1.61936
0.792979 0.725467 0.390259 0.450112 0.174547 0.838171 0.974742 0.937662 0.165177 -2.32501 2.30124 -0.768179
0.162256 0.571462 0.431412 0.503657 0.489318 0.663249 1.47985 1.01885 -1.73031 0.186528 -0.0366187 -2.45567
0.447935 0.279928 0.555338 0.538766 1.77117 0.303509 0.826117 1.00496 -3.86729 1.36161 -0.14238 -0.0976236
0.182012 0.221287 0.479809 0.474908 3.31374 1.11965 0.683278 0.899376 -7.20272 0.216426 -0.044415 0.305068
0.0116916 0.670054 0.461504 0.486924 0.836662 2.35699 0.465011 1.01016 0.23659 0.00989362 0.257318 -0.7861
0.517857 0.472079 0.53124 0.503558 3.26706 0.933781 0.594718 1.0665 -2.66281 -2.78361 -2.42179 0.569396
0.990947 0.830148 0.575528 0.512545 0.436048 0.938311 1.25703 0.944095 -0.259811 4.73068 -0.637456 -0.263351
0.660459 0.578853 0.358536 0.455987 0.691219 0.0501966 1.13946 0.883165 9.27248 1.83148 -2.31463 2.81561
0.277604 0.931595 0.599725 0.497198 0.0958998 1.12028 0.441577 1.07596 -0.0600887 -0.488551 1.46991 -0.484954
0.433907 0.685484 0.476228 0.524756 0.584068 0.544584 0.412018 0.890865 7.80406 1.37899 3.75203 -0.262421
0.0814869 0.17689 0.470016 0.538149 0.891477 0.847625 1.16599 1.1907 -1.84723 -4.06667 -0.803059 4.01946
0.00728567 0.721491 0.582271 0.504341 1.31195 0.254727 1.21232 1.08548 -0.757879 0.5769 -1.67472 1.89987
0.476516 0.625943 0.443426 0.522625 0.00115478 0.420931 1.41214 0.905108 -1.11293 -1.05169 1.04577 -87.1515
0.619526 0.792204 0.504898 0.508542 2.25926 0.651334 1.01721 0.976795 -0.512532 0.415834 -1.81883 0.155199
0.477129 0.825197 0.480036 0.512936 0.506757 0.499456 0.994349 1.08275 1.12876 0.782955 3.4438 2.3983
0.919201 0.354003 0.470179 0.536744 0.379402 0.401129 1.02797 0.911749 -0.393174 -1.08162 0.6474 1.11477
0.580231 0.426937 0.431974 0.476072 2.30579 0.260006 1.33198 0.969274 -3.12727 -0.757306 -1.9238 -0.453372
0.300327 0.368355 0.371222 0.502832 2.48038 0.401086 0.808561 0.975572 2.92101 -1.52548 8.74749 7.6436
0.958727 0.593322 0.408201 0.510104 0.310617 0.120529 0.967022 1.00049 -7.67227 -1.01605 -0.0618179 4.1551
0.864336 0.616908 0.790665 0.478271 2.24655 1.08511 1.68167 0.936116 1.04619 -3.46402 -8.76342 0.162644
0.219936 0.712991 0.542493 0.397289 0.662862 0.365798 1.18354 1.0231 0.451835 -1.15863 1.50104 -0.516947
0.166679 0.787757 0.488242 0.501431 0.0468966 1.38915 1.4059 1.13696 0.00562458 4.36335 3.76362 4.83149
0.299421 0.574686 0.535766 0.488231 0.0663307 0.438905 0.846262 0.93184 4.54106 -1.15206 -0.395967 6.91454
0.630945 0.365165 0.443027 0.4486 1.77275 0.357198 1.19163 0.896793 0.399615 -20.8743 2.10032 3.9105
0.411828 0.72086 0.459753 0.501858 4.05941 1.67756 0.818319 1.07043 -1.41764 -0.446781 0.262863 0.954213
0.795694 0.435768 0.488898 0.541216 1.74934 1.64365 0.754761 0.880858 0.862721 -0.253188 -5.57159 0.70045
0.41433 0.584622 0.498768 0.511474 0.221699 2.02164 0.599728 0.956693 -2.11534 -32.9955 50.4841 1.76807
0.759587 0.512497 0.5201 0.463141 0.709545 0.352772 0.979734 1.00955 0.639845 0.557584 9.90832 1.21928
0.958951 0.691657 0.525013 0.494659 0.203581 0.729273 0.611792 1.03985 -2.52609 1.09975 -2.40883 0.449102
0.620959 0.296978 0.525309 0.472293 0.573917 0.66655 0.84108 1.1161 -0.565812 2.38975 -5.06281 2.38007
0.349042 0.327345 0.639891 0.470029 1.09779 0.762979 1.32735 0.948112 -1.11873 0.0673212 -5.196 1.82695
0.93047 0.678873 0.471149 0.513031 2.25576 2.17194 1.04258 1.10167 -0.244664 -2.0577 -3.22974 1.79572
0.403485 0.269082 0.455807 0.471292 2.96133 1.42607 1.37833 1.1309 3.12607 1.53159 1.52394 -0.117794
0.152066 0.697796 0.469247 0.502212 2.31536 0.511343 0.952398 0.996075 0.576689 -4.37203 -0.121984 -17.9909
0.755625 0.707612 0.537905 0.496948 1.65491 0.831606 0.868748 0.953904 4.21425 -0.198108 0.981092 1.16139
0.793828 0.393325 0.47087 0.502592 0.673915 0.525539 0.505851 0.927577 -3.23721 0.43078 -11.7824 9.51437
0.360392 0.545361 0.633235 0.519683 0.113907 2.71263 1.32484 1.06921 1.96128 1.19514 -0.465846 -5.37691
0.26492 0.916881 0.375187 0.507351 0.919325 1.13528 0.77935 0.902964 6.17258 -0.148069 -0.26096 -1.35399
0.983677 0.333577 0.51678 0.470525 0.0977614 0.51598 0.822671 1.1045 1.74584 0.268876 0.211099 -0.977395
0.658785 0.698636 0.563979 0.473513 0.129262 1.08997 1.58319 0.930446 -0.192513 -5.30436 4.20346 8.59786
0.694601 0.369151 0.483065 0.55023 1.41316 0.766652 1.24767 0.989889 -3.61769 -0.069195 1.03974 -0.165668
0.9486 0.58931 0.522365 0.494884 1.02605 1.91177 1.04863 1.06022 -3.74578 0.985421 -0.196731 -3.9654
0.996103 0.316007 0.649765 0.538295 0.703175 1.52145 1.71756 0.939045 -0.271565 -2.54793 -0.908322 0.581962
0.990733 0.190426 0.48866 0.463044 2.99414 0.0996817 0.940846 1.06246 0.370692 -0.0628513 -0.793967 0.143256
0.84704 0.866833 0.410512 0.499573 1.32176 0.580164 0.566133 0.939888 1.00115 -0.66834 -1.03355 5.92045
0.266664 0.429798 0.500448 0.487216 1.62461 0.997771 0.84635 0.956738 -1.35717 3.0256 1.57668 -1.06527
0.338862 0.780989 0.510037 0.488673 0.0161284 0.911118 0.779794 0.944983 7.23246 -0.223912 -0.176785 9.12076
0.560927 0.749872 0.51637 0.477399 2.1117 0.575967 0.606097 1.08964 -0.591783 -0.229676 0.00269188 0.292419
0.175555 0.431868 0.377628 0.476267 0.733918 1.70123 1.24726 1.06511 -18.9441 5.67165 -0.031268 13.0204
0.737663 0.32912 0.51892 0.474749 0.179351 0.966233 1.04194 0.999344 -1.29208 -2.08718 2.05411 0.578583
0.403599 0.707201 0.501549 0.531572 0.107368 1.17437 1.23643 1.13569 0.073042 4.86259 -1.58636 -0.308619
0.252791 0.383542 0.548318 0.477416 2.33634 0.55078 0.568338 1.03408 0.138624 -0.0454761 -0.594072 1.15824
0.42979 0.36633 0.440448 0.484503 0.341371 0.332109 0.957628 0.909075 -0.149954 0.629382 3.65591 0.607849
0.53522 0.316675 0.414835 0.497143 1.39642 0.372939 0.841565 1.20568 2.68601 0.761141 1.31494 2.04659
0.493328 0.716314 0.466681 0.514339 0.6921 0.88307 1.48003 0.860069 -6.45356 -1.44699 0.367665 -2.7845
0.521956 0.489728 0.585656 0.464995 0.122596 1.45564 0.774327 0.899075 1.25855 0.062554 -0.368852 -0.941541
0.367714 0.387091 0.406982 0.475364 0.0870115 0.843872 0.64653 0.978497 -0.618376 2.51276 0.328471 -0.39235
0.432304 0.148743 0.556417 0.490238 6.60456 3.30964 1.47848 1.05177 -0.294426 -0.591704 1.37753 0.0729297
0.724441 0.539942 0.558801 0.461242 1.22623 0.749408 0.725629 1.0889 -3.81214 0.830021 0.473513 -0.176658
0.0518954 0.790031 0.584143 0.506961 0.867974 1.66985 1.06101 0.954765 -0.438499 -0.0390038 0.18066 -8.1968
0.457871 0.621465 0.365694 0.537212 0.573136 0.908753 0.837953 0.994309 -2.05742 -6.79074 1.86112 0.51457
0.253717 0.232035 0.577797 0.525326 0.749045 0.836617 0.668941 1.02648 0.310165 -2.35837 -0.12177 0.0703419
0.782208 0.125239 0.448085 0.532873 0.651524 2.31901 0.938111 1.09746 0.662297 -1.88803 -1.97554 3.00126
0.621257 0.796967 0.495142 0.496368 0.483189 0.118241 0.549101 0.861665 -1.23615 -2.06794 -0.130408 -1.7644
0.976351 0.111233 0.508553 0.453449 0.937164 0.687842 1.49622 0.915927 2.55477 -0.457219 0.0513085 -0.452111
0.647795 0.518401 0.557206 0.506869 0.852747 1.9902 1.82257 1.01187 25.2305 0.3281 0.37251 -7.91557
0.919426 0.602583 0.370587 0.458444 0.71356 1.87397 1.06529 0.911168 18.3059 -1.94077 0.177486 -1.21145
0.135637 0.669703 0.401304 0.506029 0.326394 0.461451 1.05612 0.936151 -1.22913 -28.7972 1.84577 1.52893
0.450653 0.629797 0.487191 0.47538 0.13718 1.10077 1.06112 0.878923 -0.945384 1.18581 1.25031 -0.250454
0.541812 0.639685 0.528894 0.448854 1.23035 1.46043 1.289 0.82835 -1.91838 1.3497 5.81395 -0.106731
0.495318 0.314293 0.518647 0.503367 0.258047 2.82683 1.03057 0.993237 1.08811 -1.6541 3.53217 -14.144
0.36531 0.715018 0.432634 0.518743 1.23198 0.121392 0.968119 1.09372 -3.23508 -0.110174 -5.65317 0.51326
0.142312 0.517702 0.561362 0.500948 1.6484 1.1132 0.990287 1.05254 -1.09308 -2.73812 -2.5188 -1.62709
0.910606 0.0595927 0.497126 0.491184 1.08244 2.35304 1.05901 0.984056 -0.602855 -1.30447 0.128357 -1.7668
0.659609 0.796801 0.403129 0.533919 0.272546 1.11731 0.75062 1.11294 -0.261046 -1.77562 -0.439269 -0.501719
0.516728 0.630816 0.589781 0.564422 2.51182 1.73279 1.00168 1.00028 -0.298794 0.217763 -14.2489 -1.3205
0.383529 0.791758 0.504816 0.460117 1.38672 1.52833 0.839391 0.971206 -0.220093 -15.3492 -0.395175 -0.707159
0.0758043 0.507478 0.535602 0.535553 4.0987 1.08813 1.23125 1.01728 0.345624 -1.17715 -0.855292 -2.77277
0.578646 0.336632 0.504614 0.429629 0.524908 0.149814 0.964145 1.21011 -0.423896 0.511443 2.59129 2.47768
0.351675 0.814296 0.536875 0.464716 0.873734 0.0833215 0.575203 0.993459 -8.00811 -3.18481 -1.06656 0.340421
0.345961 0.330418 0.516189 0.510253 0.243689 1.59704 1.61537 0.844581 0.47369 0.0113571 -1.6612 0.0708196
0.181439 0.97027 0.481657 0.512595 0.693602 0.192579 1.05607 0.900816 -1.60398 30.4797 -8.48625 -3.92584
0.679513 0.611796 0.494384 0.474394 0.162795 1.70207 1.08775 0.947096 0.764173 -0.412895 -1.04074 -0.283351
0.311748 0.552931 0.723883 0.496851 0.0849766 0.650089 0.622903 0.918103 -0.686557 0.0402514 -0.340779 1.23476
0.94685 0.142889 0.645568 0.44847 0.329551 0.839861 0.978032 1.01263 -11.0098 -0.836084 -0.29965 -0.0208561
0.684325 0.53368 0.383477 0.51353 1.06322 0.98158 1.23152 1.05566 -0.7694 34.0575 17.1843 0.38542
0.775491 0.426179 0.581879 0.533663 0.876408 1.04174 0.739655 0.984102 -0.231572 -15.3586 3.0026 -0.247771
0.822013 0.507833 0.563936 0.483807 0.632858 1.1987 0.873383 0.934241 0.139373 -1.4334 0.153332 -0.834452
0.782205 0.564457 0.307317 0.513174 2.6687 1.31549 0.693941 1.00187 0.491976 -0.597901 1.13891 1.28812
0.484591 0.800403 0.679421 0.472357 1.28489 0.799598 0.416274 0.92684 -0.539911 -0.655497 -1.11009 -1.36269
0.372447 0.899148 0.480963 0.474493 0.508755 2.01277 1.40303 0.916657 0.343999 0.956572 -0.983249 -2.54701
0.606786 0.34779 0.467161 0.498849 0.469479 0.196897 1.30403 1.01542 1.87699 2.79896 2.26788 -0.223389
0.380896 0.470736 0.435545 0.507376 0.196795 0.665525 0.645803 0.958852 6.53767 -0.320172 -1.64289 -1.46466
0.93944 0.326689 0.468148 0.468806 0.870791 1.2028 0.835662 0.979865 -0.885809 0.0550915 -0.270835 -1.0969
0.899583 0.752272 0.442955 0.527271 0.169884 0.545489 1.17163 1.12256 1.1062 2.28901 -2.46928 0.427348
0.0795598 0.397265 0.499852 0.487287 1.3523 0.319371 0.983289 0.84388 -33.2945 -0.177731 0.0977296 1.65201
0.828113 0.366774 0.291599 0.487427 0.94882 1.27191 1.13889 0.965264 0.0126127 0.801389 -20.9886 0.637715
0.594159 0.80242 0.490842 0.535009 0.773121 1.03878 1.06734 1.05325 0.782222 -81.9897 -9.68935 2.16499
0.737262 0.418682 0.65268 0.514536 0.412449 0.682141 0.996425 1.05026 -0.397347 -1.06355 1.07557 -1.61793
0.45135 0.859851 0.414226 0.48332 0.67961 0.893293 1.23651 0.956566 1.23058 -1.42063 0.746464 -4.30207
0.511311 0.393227 0.507163 0.531013 3.20573 0.0582076 1.08255 0.900209 -1.97844 2.97815 -0.507949 3.36508
0.577441 0.784067 0.554037 0.475058 0.188759 0.880691 0.839688 0.92629 0.129548 -0.83759 1.65248 -31.2738
0.625867 0.7796 0.50976 0.488129 0.973482 0.736781 0.869947 1.09197 -11.8183 0.445484 2.18802 1.49841
0.57651 0.144148 0.435011 0.488491 3.21809 1.28816 1.09713 1.00352 -1.5004 1.23029 0.0963131 -0.037672
0.964888 0.123872 0.408202 0.488271 0.256757 0.721832 0.74396 1.06312 -0.247505 0.349884 1.68034 0.0770985
0.698299 0.342717 0.372731 0.518701 2.23233 0.805008 0.654291 0.855709 0.276586 -0.188919 -0.881481 0.486533
0.947956 0.41082 0.418944 0.547855 2.37744 0.562229 0.362734 0.902603 -1.22188 -1.17901 -0.267514 -0.26486
0.318245 0.56359 0.487715 0.491782 0.307132 1.80798 1.7908 0.984908 0.408327 0.529212 -0.219183 0.142262
0.568458 0.541679 0.493193 0.513047 0.0126667 0.79599 0.919325 1.00874 0.157247 0.451398 -0.237464 -1.50905
0.210589 0.61609 0.545202 0.518047 0.00353443 0.493303 0.842195 0.937223 2.60814 0.801081 -9.71855 0.692439
0.315481 0.115868 0.500248 0.482505 1.33468 0.931744 0.630897 1.07839 -2.16267 0.12399 0.258284 1.71692
0.619397 0.15459 0.440012 0.458212 1.56061 1.33849 0.782443 1.06553 -0.0430128 2.36446 0.771791 -0.506751
0.193678 0.622172 0.325104 0.50341 3.23782 3.1784 1.19665 0.91313 2.16121 -0.0273904 -1.13302 -18.0014
0.745923 0.497174 0.557555 0.486916 0.806238 0.182249 0.992533 1.12462 0.318994 3.02583 -2.66622 1.76771
